reviews,ratings
"Our first visit to the island and the Hotel was an excellent base from which to explore.  We enjoyed the pool and spa complex and our breakfast was excellent,  Staff were friendly and very helpful, Overall our stay was a great success and we would like to return one day.",5
"Enjoyed a lovely relaxing break for our wedding anniversary at the H De F. We found all the staff to be friendly,helpful and courteous.  Our room was very comfortable ,had a large window overlooking the Town and a settee to relax and take in the view.  A nice touch was a bottle of bubbly on ice waiting for us in the room on arrival courtesy of the Hotel and much appreciated. We will return at some point.",5
"The hotel is beautiful and it has a story attached to it. The rooms are lovely with comfy beds. The breakfast was also lovely. The staff are very friendly and helpful. The spa is absolutely amazing, very high-end though. ",5
Stayed for one night in October. Impressive grounds and facade. Very well kept inside and out. Never used the facilities but that's my problem I'm regretting that. Walking distance to town centre and they run a shuttle bus. First world thing to review but the wifi was excellent. Would certainly stay again. ,4
"Nice large room with good views over St Helier, though the balcony needs something to stop small objects falling onto the floors below. Friendly, helpful staff, the usual ""serve yourself"" breakfasts. But the dining rooms let the hotel down. The Saffron Restaurant is really inappropriate - and expensive - in a 4 star hotel, and not suitable for everyone's palate. The Garden restaurant suffers from a fixed menu with only one ""special"" every day, so gets boring after a few days. Where are the traditional dishes like roasts and grills? The Spa is very nice, though quite busy most of the time.",4
Top class Hotel with good size comfortable rooms and excellent Buffett breakfast. The Spa without a doubt was the best I've seen in a Hotel. The in house restaurants are expensive and we found better value eating in town. It's a good 20 minute walk into town and there is very little near the hotel. The only downside of staying here is a lack of atmosphere in the evenings no entertainment and very few residents using the cocktail bar probably because of the prices.,4
"The Hotel De France is a wonderful Hotel the rooms were spotless. we made use of the swimming pool ,sauna and Jacuzzi whilst staying there, all recently renovated , the breakfast was excellent with no shortage of selections. We also made use of the on-site restaurant, not the indian one , the food was beautiful and it was reasonably priced.",5
"Nice hotel, location is within walking distance of town centre. Customer service is good. Didn't get to use the spa or pool, but it looked nice. Fist nifpght's dinner was terrible, dry lamb dish, hence the low review. Dinner on second night was good. Breakfast selection was also good. ",3
If you like health spa breaks were you can just get away & it doesn't cost a fortune then the hotel de France in jersey Channel Islands is the place . Quick flight 55 minutes pending were you are in the UK . Foods amazing there lots to do . The scenery is fab hotels the people & the beaches Iv been so many times & I never get fed up with up & may I say tottally safe . It's the place for me 👍,5
"Stayed here for 3 nights, great hotel and staff very helpful and friendly, room was lovely and very spacious. Loved the spa! Breakfast area looks a bit tired and run down but great selection of food at breakfast! Will definitely be back",5
Have visited this hotel many times. The standard is always very good but it would be nice if they had a nice cosy and warm bar instead of having to use Saffrons which has little atmosphere and the drinks are very expensive.   ,5
"Spent three nights in this lovely hotel in St Helier. Four star rating , only complaint was breakfast service ordered optional choice and following two reminds received it 30 minutes later by which time I had chosen further choice . ",5
Stayed overnight because attended a very enjoyable and professional Awards dinner.  Staff were very friendly and helpful.  Parking was good and instructions from airport clear.  Room was small but contained everything we needed except a full length mirror!  ,4
"We have been a visitor to the above hotel for many years and look forward to further visits in the future. The spa and gym are a great attraction and  Safrons, well the meal we had was amazing again. We also had lunches in the bistro and drinks in the bar. The shuttle bus service was great and appreciated.",5
"Excellent facilities. Lovely room. Staff were very nice, nothing was too much trouble. Courtesy bus added bonus. Food good value. The spa was very nice though did not have any treatments. Overall a very nice and relaxing hotel.",5
"Some hotels are never tested past a weekend stay. Everyday was consistently good.The room was good,bed comfortable.Bathroom and shower always worked.Constant hot water and pressure.Two restaurants.Bistro and Indian fusion.Indian Fusion taster menu was superb. Spa was well above average.Decent size swimming pool,Sauna,Steam room and plunge pool.Changing rooms were large with all the usual facilities. ",5
"This is a very large 4 star 126 bedroom hotel over 5 floors set in great grounds behind a health centre, so there is no road noise. There are some minus points;- it is a ten minute drive to the centre of St Helier, or a 20 minute walk. There is a courtesy bus every 90 minutes or so, BUT not on Sundays. There is an infrequent bus service to St. H or you can get a taxi. The one way systems, parking and traffic in Jersey are not good. There is no mini bar or fridge in rooms, but there is tea/ coffee making facilities. The rooms are clean and quite roomy and have a very good Toshiba T.V. There are plenty of sitting areas besides the foyer/ entrance. Room service is 24 hours but add £5 to whatever you order. The breakfast is amazing a buffet of everything bread, rolls, fruit, cooked…",5
"We chose the Hotel de France over many others hotels for our 5 night stay and it was a big of a mixed bag. The actual hotel is lovely.  A grand lobby with sweeping staircase gave a good first impression. The check in was fast and the all the staff we encountered during our stay where polite and professional.  The problem we had was mainly with the room. It was perfectly clean if a little dated with strange white and green tiles in the bathroom ? It had tea and coffee making facilities but there was no mini bar,fridge, or ironing board which I felt was a little odd. For this calibre of hotel these are the givens I’ve come to expect.  The biggest problem however was the bed. It was the most uncomfortable bed I’ve ever had the misfortune to sleep on. It had no support what so ever…",3
"Overall a very large but comfortable hotel.  Its high location above the town provides good views with little traffic noise.  Breakfast service was slick but not rushed.  Reception staff could have been friendlier, not greeting guests when in reception but not an issue.  ",5
"Nice Hotel generally.  Free car parking. 20 mins walk to town,  Difficult to find due to one way streets. .  Nice touch for our anniversary, Prossecco, fruit and flowers in room, unexpected. Cant believe no fridge in nice sea view from of house 4th floor room.  No Ice, no cold water, tap water warm.  Unacceptable. VERY DISAPPOINTED.  Told needed to order ice on room service at £5....NOoooooo.      Poor.  Saffrons good, but expensive, Taster menu and wine ok.   main restaurant ok, nowhere to sit in a bar till 5pm. Sat in restaurant to have wine, WHY???    ...OUTDATED like the island.",3
"We recently stayed at the Hotel de France for four nights. As a 4* hotel we had high expectations - on this occasion we were not disappointed. Our Executive Room had a large bedroom with a sitting area with a sofa and armchair and coffee table. There was a dressing room alongside the bathroom. All were very clean and well laid out. The bed was super comfortable for a good nights sleep. We had room 254 and it looked out over the frontage of the hotel. The hotel itself is large and has a corporate feel to it.. However, the facilities are good with a friendly staff and parking for which there is no charge.  I did advise the reception staff that one of the basins in the bathroom was draining very slowly but at the time of departure I can't say if their maintenance department has…",5
"We were left disappointed with the hotel because it has no character.  The rooms and general interior decor needs work, the breakfast was of average quality.  However, it has an excellent Gym and swimming pool.  The spa is OK but pricey.  Location is ok for St Helier town and has free parking which is good.",3
Courtesy bus available but gets full. Excellent food and very friendly staff buffet breakfast had loads of choice and dreamy Jersey yogurts. Eat in garden view twice and first rate. Good value for money.,4
"Had a three night stay at this hotel recently.  Very well-presented hotel from outside, clean inside with helpful friendly staff and adequate parking spaces. However, our second-floor room and en suite whilst clean, with bedding and towels changed daily, was decidedly dull and lacklustre and not a pleasure to return to after a busy day, the view being that of the conservatory roof. Breakfast selection fine, but on the second morning, the hot food was decidedly cold.....think they had a problem with the system keeping the food warm.  Didn't try the restaurants, so cannot comment, the spa looked lovely, but didn't try that either.  Would not return here, because of the above.",3
The hotel is in a quiet location but the down side of this is that there is a bit of a walk into town. There is a shuttle bus but that might not always fit in with your plans. There is a steep climb to the hotel from the main road. We felt that the quality of the breakfast was disappointing especially the cold buffet.,4
"Certainly would recommend this hotel  Room was excellent, spacious and light, serviced promptly each day Staff were helpful and professional  I would have preferred a served breakfast rather than a buffet",5
Our 7th visit to Hotel de France and were not disappointed. the hotel was fully booked but he staff who never stopped working still managed to be friendly and helpful. Food and facilities are excellent,5
"Gorgeous hotel, spa is fabulous, food was beautiful, all the staff were really helpful and friendly! The bathroom was pretty basic - which is why I've given 4 out of 5 stars but everything else was perfect!",4
"Lovely large bedroom (spa room with balcony) and bathroom, very clean and fresh with great views across St Helier to the sea. Good facilities in bedroom. Staff very friendly and helpful. Reasonable selection at breakfast. Pleasant bar and good restaurant. Hotel was in a great location for us as a group of 6 friends as it was out of the town centre so quiet and relaxed and a 20 - 30 minute walk into town - ideal walk after a great meal in any of the many excellent restaurants in town. The Spa treatments seemed a bit pricey compared to those in other similar standard hotels in mainland uk but pool area nice, clean and reasonably good facilities.",5
"This is an impressive hotel with a huge and spacious reception area, dominated by a lovely winding staircase. Rooms are reasonably sized, and well appointed. The hotel location is good - a easy 30 minute walk from the central bus station. However, the impressive and elegant facade is obscured from the road by an ugly car park, surmouniby an unattractive medical centre. The hotel is approached via a long winding ramp or some 30 concrete steps - ok if arriving by car, but a bit of a pull if walking especially with luggage.  The room to which we were allocated was on the 5th floor. It had a sloping ceiling which intruded into the available space, and proved to be uncomfortably hot - even with two windows open and a cooling fan running all night. However, after our first night, the…",4
"Booked this hotel based on trip advisor reviews. We weren't disappointed.  We met two other couples who all enjoyed the hotel.  The rooms are spacious, beds comfortable and the bathrooms are huge with a walk in shower as well as comfortable bath.  Toiletries are in keeping with a spa hotel. The spa area is a must - very clean and relaxing.",5
Fantastic hotel. The staff are excellent . Great breakfast. Room service very good and quick. We have stayed at other hotels on the Island but now only stay at de France because we think it is the best hotel on the island,5
"Our room was lovely as we stayed in a spa room, but when we booked we asked for a large superking  bed, and were not told there are only 5ft beds in spa rooms. Our meat was tough in our first meal in the garden restaurant the first night, so we didn't eat there again. Breakfast bacon was overcooked, scrambled eggs undercooked.",3
"This hotel looked so good on the website but the photos hid a huge medical centre plonked right in front of it, which ruined the views. The staff were excellent throughout. Breakfast was plentiful. The spa area was relaxing and free for guests. However, the room we were in was tiny and there was no room to swing a cat. The bathroom needs some towel rails and curtains would soften the room rather than the utilitarian blinds.   We used the shuttle bus to St Helier on a number of occasions. If you're on foot, there is a steep climb from St Saviours Road to the hotel - if you're infirm, walking up on foot is not to be recommended. ",3
"We booked the Hotel de France after reading such good reviews and falling in love with the beautiful pictures.  We stayed here for 7 nights and were a bit underwhelmed by the hotel.  On arrival we walked in to a very grand reception and were greeted warmly by staff. However out room, a standard double was a bit disappointing. It was a 2nd floor corner room so had windows on two sides, but it was a tad on the small side. The bathroom had a bath with shower over it, but it was small and rather dated decor. However it was clean and the shower was very hot and powerful and I had wonderful showers. Space was limited though and it wasn't easy getting out of the shower without slipping due to this (and I am in my 30's with no mobility issues). Simple things, like facecloths or mini…",3
"Stayed Friday to Sunday - 10 minute walk to  marina and centre of St Helier - staff were friendly and helpful and quite decent common areas.  The rooms and corridors around them are somewhat typical of fading seaside hotels or guest houses - narrow corridors, rooms not large, floors a little uneven, cramped wardrobe and old fashioned bathroom and sink area (with little space for wash bag etc.) but there is a nice character to it.  But good hearty breakfast,wide selection of grilled English breakfast,fruit, cheese,yoghurts etc.. Free wifi  (not bad), reasonable TV selection and kettle with tea and coffee etc.  Not the cheapest but reasonable value and the friendly, helpful staff make me recommend this as long as you are not expecting plush luxury or modern minimalism!",4
"Upon checking into this hotel we were initially deflated by the size of the room, we did ask to be moved but there was no availability so we were told, there was no mini bar in the room which is quite unisual. Sleep quality was poor as the beds seemed worn out and extremely soft, I even slept at the other end of bed as it felt like the bed dipped and you rolled in the middle, I have just arrived home today and I'm looking forward to a good sleep in my own bed tonight. The spa was lovely as were the staff who were all curtious and friendly, restaurants were a little on the pricey side but there is plenty of choice in St Helier. The breakfasts were good and plenty of choice. Probably wouldn't stay here again though which is a shame because the spa really is superb, I just feel…",2
"Only stayed for 3 nights, but it was great experience. Clean room, nice bed, quietly  situated. staff very helpfullen friendly, breakfast excellent. Dinning very good. Will recommend and come again. Location in walking distance from town center,little bit of a climb going back. Nice vieuw of the town since hotel is uphill. ",5
"Convenient location, good views, comfortable facilities, excellent breakfast.  Some decoration aspects in the bathroom need updating but not a huge problem.  Top end rate for this standard of accommodation.",4
I am writing to say how very disappointed I was about our recent stay at your hotel. My mother had expressed a desire to stay at the Hotel De France.  It had been an ambition to stay there from the 60s when we visited Jersey as a child.  To facilitate this I booked us an executive suite for 1 night on our recent short trip to Jersey. I admit the room was lovely and clean but when it came to my 80 year old mother (who is somewhat mobility impaired) required to shower it was noted that the bathroom lacked a non-slip mat for the bottom of the bath so as to feel safe when showering.  I also noticed there was no grab rail to assist her to step into the bath safely.    I have stayed at lots of different hotels in the world and would say they all had at least a non-slip mat for the…,2
"Lovely hotel, very relaxing, the staff are helpful. We stayed in one of the suites, plenty of space. Breakfast is good, everything you need. The Spa is great, and not busy at this time of the year. Great relaxing holiday.",5
Very good breakfast.  Lovely spa facilities but our single rooms were very disappointing.  No single rooms available with walk in shower.  It was suggested that I shower in the spa.  Have stayed many times over 50 years but now need a walk in shower.  I think for the price we paid this should have been made available to us.,3
"Nice enough hotel but very small bedroom feels like your in a prison cell with soft furnishings. Checked in at 2pm check in time, went to room and can not believe the size of it.  Paid £450 for three nights and can honestly say I've stayed at better premier inns for less money.  Save your money and book somewhere else this place has over inflated prices for what you get. ",1
Very nice hotel with good facilities. Breakfast was xcellent and room clean couldn't ask for more. Swimming pool and spa facilities very good. Eating in the restaurant is reasonably priced xpecially they'll dy menu.,4
"A repeat visit for us, this was our third stay with Hotel de France over several years. We found a consistent high standard and value for money. Particular credit must go to the Spa, relaxation at its peak. Restaurant Menus most enjoyable. Well Done",5
"The Hotel de France offers luxury stay and Spa facilities only 15 minitues away from the town centre walking. All the staff are super efficient and helpful.  It has in house Restaurants such as: Saffrons Restaurant The Orangery Restaurant Garden View Restaurant Lounge Bar  We ate at the Garden View Restaurant one evening. The meal was delicious. Are whole experience was excellent. I would reccommend a stay a the Hotel de France to anyone wanting that personal touch.  There is FREE wifi throughout the Hotel and grounds,  There is also a FREE shuttle service to Saint Helier town centre at regular intervals up until 5pm every day  Our room was very comfortable and stocked up every day with fresh towels, toiletries and Tea/Coffee facilities.  We were on a Bed & Breakfast basis.…",5
"This hotel is totally outstanding, from the reception staff, the welcome and the service. Fantastic spa with great pool, sauna, steam room and jacuzzi after which you are ready for breakfast. Breakfast in the Orangery is top class, plenty of choice and fresh. Lunch and dinner in the Garden View restaurant was also very good (try the salt and pepper squid) When we come back to Jersey we will certainly stay here.",5
"A very big hotel with plenty of parking, a warm welcome when I arrived. Room clean and quite big with a balcony. Room clean and tidy and every thing you need. Nice walk in shower and also had a bath. Had room service for breakfast on one occasion, delivered on time with a smile. Had breakfast the next day in the restaurant which was fresh, staff very eager to clear your plates before you had finished eating. I tried to have a meal in the Saffron restaurant but because I didn't book couldn't get a table and thought the staff quite rude in telling me this. Apart from a couple of little hiccups would stay again.",3
"Think twice before booking this hotel. It cannot be seen from the main road on approach as it is high up of f the road and hidden behind a very big medical centre hat sit above a car park. It is a big hotel that is spotless throughout but the staff, whilst helpful and pleasant, all looked unhappy. It has no atmosphere from entering the big reception area and that carries on through our experience. It is a 20 minute walk to town centre so not handy for buses, restaurants, etc.  The ""Orangery"" where breakfast is served is no better than a canteen with a glass roof. The tables are not set with cutlery and tablecloths, you help yourself to cutlery from a wooden box on the table. The Garden Room is the only venue for meals other than Saffrons the highly recommended Indian influenced…",2
We enjoyed a relaxing break here and found it convenient to walk into st Helier. staff very friendly and food good. slightly strange mix of old and new building but not a problem. Very quiet room and grateful for lift as on second floor. Rooms very clean but felt some decor a bit dated and could do with some pictures on walls.,4
Lovely hotel. Not really for the younger person as most guests were over 50 I'd say. Spa and pool are wonderful. Decor is a little 'old fashioned' but well maintained and very clean. The staff were extremely helpful and very understanding as we had to cut our visit short due to a family emergency. ,5
Breakfast queues around 9:0 to get into the breakfast room. Staff in the Saffron bar were sullen and not welcoming. Bathrooms need refurbishment and the staff gave you the impression they were not happy in their jobs. Spa and pool were good.,3
"Visited this luxury hotel with friends and had a 'snack' meal in the restaurant. Staff fairly attentive and after struggling to open the fist of three bottles of wine,  we ordered some food. The chicken wrapped in bacon was to be fair quite nice and looked ok. Not my own meal but I was told it was quite tasty. My wife had a salmon fishcake mix. Asked for a main course size with fries and salad. Just one cake, same as a starter size arrived  which was dry and tasteless. The salad had no dressing on it and was limp and un appetising . I had the house burger and as a four star hotel was expecting off the scale quality. What a let down.  Yet again, a dry bun with limited dressing of lettuce, tomato and monterrey jack cheese. The burger was tasteless and un seasoned . The fries were…",3
"A very comfortable place to stsy in Jersey within walking distance of St Helier, with nice single rooms...the breakfast food was delicious and so was the restaurant I ate in but the Ayurdevic centre was hugely overpriced and rather pretentious and I smelled slightly of curry after my first massage session, which was not pleasant.  Lovely swimming pool and a good hairdresser....and pleasant and helpful staff. Would definitely stay again but would not would not utilise the Ayurdevic facilities. ",5
The reservation team were very helpful with our large booking. When we arrived very easy smooth check-in & check-out process. Lovely place with friendly and helpful staff. We will definitely be back again.,5
very good level of everything. Excelent for those who prefer old style and quiet place. Food nobody can complain. Swimming pool with extra service. Close to city center and with bus shuttle every hour.,4
"After looking at the reviews and location and pictures I thought this was an ideal luxury hotel for my trip. The hotel is up a long steep hill behind the ugly health centre and after a long day of walking is definitely a slog. The place really looks the part and is generally pretty nice. The pool area is very good indeed. Breakfast was pretty good with a large choice but as others have pointed out the hot food was mainly just warm, but edible enough.  One thing I will say is every member of staff we speak to was very helpful and polite.  The free minibus to town is a great perk and very welcome, although the walk is downhill and only takes 15 minutes if walking briskly.  Our room was a bit disappointing though. No fridge for a four star is a first for me and not the biggest for…",3
"We  booked a spa room for a week. We had a second floor room with great views out over St Helier. Room was very clean & bright, with patio doors into a balcony. Bathroom is of a good size with a walk in shower. Reception staff were generally pleasant & helpful. Apart from breakfast, we didn't eat in the hotel. Saffrons is very expensive. The lounge bar is situated beside Saffrons & can be very chilly because of air conditioning. Piped music was Asian in lounge bar too, which isn't to everyone's taste. Pool area is lovely with a good sized swimming pool. Spa treatments in Ayush are very, very expensive, around £45 for a 25 minute massage seems excessive to me. I would have liked to make use of their treatments, but at those prices I decided against it. In general the hotel is…",3
"The hotel represents excellent accommodation with all the facilities that you would expect in such a hotel ie spa, alternative restaurants etc.  The only slight downside was the high cost for use of the spa and one of the restaurants.  Otherwise an excellent hotel.",4
"We had a four day break at this hotel we were welcomed by Nicolae he was brilliant such good customer service skills and was informative about everything he went out of his way to make us feel welcome and our room was lovely 316 we had told them it was our wedding anniversary and so they gave us such a lovely room with fruit and Prosseco what a lovely touch. Breakfasts were excellent so much choice so we do not understand why people were moaning on trip adviser .The garden view restaurant was good we had a couple of meals there .Also the hotel is spotless we saw one of the housekeepers who does long hours was cleaning the brass fitments on the doors they work hard our room was always spotless the beds are really comfortable and pillows, our towels were changed every day. The…",5
"Our stay started badly with the ugly facade in front of the hotel (a concrete medical centre) which obstructs the hotel completely. It looks as though the hotel sold off some of its land for this - what a shame as the hotel exterior would be beautiful if not obstructed. Our room was adequate, clean and tidy if a bit on the small side. We were too hot during the whole of our stay, and even opening the window and putting the provided fan on did not help. We had a rear view - not much to see.  The breakfast was very average, felt like it was designed for bulk flow through. Just a few ""extras"" such as omelettes were available and this was an additional cost. The overall feel of this hotel is of a place that is on the decline.  Apart from the fantastic health club and spa which are…",3
"Room would have benefitted from having air conditioning. great facilities with a fantastic garden. Staff are very friendly and parking was perfect too, breakfast was full of variety,we had a great holiday.",4
"My sister and I booked a spa package and stayed over night. The spa was lovely and relaxing and the service was great. The atmosphere was very cosy and almost like being abroad (which for some may be the case but we are from the UK!). We got there early to use the gym and after our treatment we had a delicious lunch in the restaurant (you can stay in your spa wear). After a relaxing afternoon in the sauna, pool and steam room we went back to the room for coffee and biscuits. In the evening we got a 3 course meal included in the deal and it was delicious. Staff were very friendly. The breakfast the next day was also delicious. Overall a great visit and highly recommended. ",5
Excellent Hotel. Great facilities including Leisure centre with pool. First rate staff and high standard of cleanliness. Lovely grounds. Large spacious patios. Gardens are very attractive and maintained in a pristine condition.,5
We have stayed at Hotel de France a few times because it ticks all the boxes Friendly staff Great Spa Spacious rooms Great breakfast  The rooms are getting a little dated compared to some hotels but the size is bigger so you can forgive that. Can't wait til next time...,5
The Hotel de France is a very impressive building that overlooks St Helier. Check-in was handled efficiently by polite staff. There was a bottle of chilled Prosecco waiting for us with fresh cut flowers and a large portion of fresh fruit. (The hotel had been informed that our visit coincided with our wedding anniversary so we don’t know whether the wine and fruit were ‘extras’ or standard.)  We had upgraded to a room with a balcony – enough room for the two of us to sit out and take in the view over the town to the waterfront. Our room and bathroom were spacious and very clean. Storage for clothes was adequate but strangely there were no hooks on which to hang our coats – just a single hook on the bathroom door for bathrobes. There was a small heated towel rail but no good place…,4
"This is quite an odd hotel - partly very luxurious with a superb spa/ pool complex and lovely gardens to sit in, but with pretty standard rooms and breakfast room.  Our room was a decent size and very clean/ in good condition but was very warm and had no air conditioning, which made sleeping tricky in hot weather.  The staff were friendly and efficient and looked after us very well.  Location-wise the hotel is a bit out of the centre of St Helier, but not so far out as to making walking in unduly difficult.  Breakfast was generous in portions and decent in variety.  Overall, a decent place to stay in St Helier but really particularly good value if you want to use the spa/ pool.",4
"Stayed here for a week in room 120. What a great hotel, room was a little small compared to modern hotels but was wonderfully clean with excellent bedding, robes and toiletries and a great city view with the sea just visible in the distance. Breakfast was especially good with a wide selection of both continental and traditional choices. I especially liked the small individual jars of HP and tomato ketchup. We ate in the Garden restaurant on our first evening and had a very enjoyable meal which I would recommend, we also ate in Saffrons one evening (please see separate review). Every member of staff we encountered could not have been more helpful, especially those who staffed the reception desk. The hotel is a short 15/20 min walk into the center of St Helier. The hotel…",5
"Stayed here for our 30th wedding  anniversary and was not disappointed. Hotel is lovely and very impressive inside and out. After checking in we were shown to our spa room with balcony and was amazed how spacious and airy it was, well appointed bathroom with separate shower with nice toiletries too and spotless. Lovely views over St Hellier. As it was our anniversary the hotel had put a bottle of prossecco chilling, fruit and a vase of flowers , very nice touch. Well stocked mini bar and plenty of tea, coffee, hot chocolate. Ate at Saffrons and so glad we did as the meal was amazing , we did the taster meal with wine flight and was not disappointed. And don't think you wont be full after this meal we certainly were, the pigeon was delicious and the fillet beef melted in your…",5
"We were disappointed with our stay in this hotel, as it didn't quite hit the standard we would expect from a 4 star hotel. It was quite a walk away from the town centre and was hidden round the back of a medical centre. Breakfast was average with no special features. The room was clean but small. The decor is dated and worn in places. The only exciting feature was the pool/spa area - this was a nice spot to relax in.",3
Amazing hotel with friendly and helpful staff. Breakfast had so much choice. Restaurant was lovely ate there a couple of times and couldn't fault at all. Spa area was clean and tidy . Overall could not fault our stay.,5
Lovely hotel for a stay in Jersey.Looks Great from the outside and even better inside.Lovely varied choice of breakfast.Good location within 10 of town Centre.Staff were polite and friendly.Pool and spa areas very clean and ideal when the weather was poor,5
The hotel spa and gym was modern and obviously well used by local people  The rest of the hotel was very dated and stale huge cavernous empty function rooms and long corridors. The bedroom hot and stuffy plastic mattress covers and little daylight it would make an ideal nursing home. The breakfast room placed at the back of the hotel was like a canteen with formica tables and wooden cutlery holders. Complained every day for a week about the temperature. of the food - not a lover of luke warm scrambled eggs and dried up bacon. Staff seemed disinterested and miserable apart from those on the reception desk. The hotel was set behind a health centre in an urban setting quite a treck on foot into town centre we were glad to leave. I cannot understand how it gets a high star rating,1
Staff friendly and very helpful rooms very clean and a good size We had three rooms booked as it was a family meeting on tHe Island and a 80th Birthdat to celebrate . We would certainly come again and recommend to our friends and family,4
"Classic imposing hotel on the outskirt of St Hellier. There is a car park but the parking bays are small. Check-in was efficient. The hotel room was small and clean, with a view of a roof. Everything worked, however the duvet was winter weight, not pleasant in the summer months, I suppose I could have switched on the AC and chilled the room! The room was next to the stairwell and was noisy. Buffet breakfast was OK, but the staff were apathetic. The bar was quiet, and again the staff displayed a healthy couldn’t care less attitude. The dark beer was chilled and even served in a chilled glass; someone needs to explain to the hotel how dark beer and ales should be stored and served, this is totally unacceptable given the prices charged. The spa area is the crowning glory of this…",4
"My girlfriend surprised me with a overnight stay here for my birthday. The building itself has an interesting history and it something to admire in its own right. We ate dinner out on the terrace which was lovely and even involved a bit of live singing. Both our main were delicious. We stayed in a basic room but this was nice, comfortable, and spacious but perhaps could do with modernising? Didn't detract from the experience for me anyhow but I could see some people feeling the furniture in the rooms wasn't as grand as the hotel? Who knows? We got up early and want to Ayush spa which was delightful. The spa is very spacious and has a few different facilities to treat yourself too along with treatments etc. Personally, I'd say it's one of the best in the island and something in…",5
"I traveled with my 96 year old Gran to Jersey to see the Battle of the Flowers, staying at Hotel de France. The hotel was very nice an the staff very accommodating, Sonny who too my booking even checked everything was to our liking one day as we waited for the courtesy bus to town.  I did get to use the spa late one evening, it was very quiet but lovely -shame I didn't get to go again!  Breakfast  an the Garden restaurant were very good. My gran was in a wheelchair an we had no issues getting about either in our room or throughout the hotel. The room we had actually had a fold down seat in the walk in shower which was perfect for gran. ",5
"We came here as a couple for a short break and it's the best holiday we've had! The hotel is amazing and I would definitely recommend getting a spa room, the room was the best hotel room we've ever had, really big, really nice and clean and the bathroom and balcony was amazing! The other part of the hotel is more traditional so I guess that's why some people think it's outdated but our spa room was very modern, couldn't fault it. It was our first time ever to Jersey and we absolutely loved it! (Except the flight which was delayed 5 hours from Manchester, do not fly with Flybe go with easyJet from Liverpool!) but when we finally arrived at the hotel 5 hours late the staff were so friendly and made us feel so welcome! We aren't a big fan of Indian food (but we were told a few…",5
"Lovely hotel which could be excellent with a few tweaks.  Nice sun terrace, good food.  Room spotless although dated.  Very good staff.  Would have been nice if there had been a comfortable lounge to sit inside in the day time for a coffee/tea.  The only place for drink and food throughout the day is the Garden View Restaurant which is more like a café than a restaurant, however the food was very nice.  Would have been nice to have a more formal restaurant for evening dining, not everyone is a fan of spicy food as served in the other restaurant in the hotel.  It's a shame they don't use the breakfast restaurant in the evenings for a formal dining room.   Also access to toilets is a very strange set up as they are upstairs from the main facilities, not ideal when you are eating…",4
We had previously had an very happy stay at Hotel de France about 6 years ago and it was so good to go back. We had a teenage grandaughter with us so we needed a separate room but we had a suite which was cheaper and more convenient.  From the moment we were greeted on arrival it was an excellent experience so much better value than the the faceless big names. ,5
"The hotel was not as grand as I had hoped - the reception staff were variable ( staff on departure were excellent) but not so on arrival Cooked breakfast was poor - lacking in flavour, dry cool bacon, rubber eggs  Saffron restaurant was totally excellent - food and service extremely good -would recommend ",3
Breakfast were very good. All the staff were friendly and helpful. The shuttle down to St Helier was a bonus as it a 15 minutes walk into town. The swimming pool and spa experience was excellent. There are two restaurants in the hotel. The informal brasserie is good but was small for the size of the hotel which means you cannot always get a table and we couldn't sit outside because it was cold even though it was August. The other is based on Indian food which isn't to my liking and was very expensive.  Good hotel for couples. ,4
This hotel is a credit to its management and staff who work hard to provide a wonderful stay.  We cant wait to get back.  The spa rooms are large and we loved the walk in showers.  This hotel is much better that many higher grade rated ones.  We love it.,5
"Stayed two nights in single room at rear of hotel. I was visiting my family so did not have any meals other than breakfast which I had room service. Thought the price was good and all staff very helpful and polite. Would stay again, spa and swimming facilities excellent.",4
"Lovely short visit back to Jersey. Second time at this hotel. Not disappointed,hotel great and spa facilities amazing. Pool , steam room and jacuzzi virtually all to myself in the mornings. Fantastic selection available for breakfast. Will definitely be back for third visit!",5
"From arrival to departure I felt so at ease , the staff at reception are so helpful in booking a taxi for you to arranging a tour of the island.Not forgetting the staff in your restaurant !! Helpful!!  ",5
"Had a very relaxing 4 nights here.  Staff are very friendly and helpful.  Food in the terrace restaurant was very well priced and delicious.  Walking into the centre of St Helier was fine, but it's great that the hotel offers a free shuttle bus at various times throughout the day.",4
"great day at the pool and in the spa. room is somewhat dated with decor but a great size. breakfast was not good, loads of choice but not the best quality, eggs were too oily, bacon was rock hard. the overall stay was wonderful and saffrons was delicious. great service great food. ",4
"I've been here for a week on business and was put in the Hotel de France. Friendly and helpful staff, an excellent location for a stroller like me, excellent facilities (I regret not having time to sample anything other than the breakfast this trip, but the reputation of the other restaurants- especially Saffron - has me hoping to come back and try...) and, most importantly, a very comfortable and well-appointed room with a good bed. Thank you again - I hope to visit again in the future. ",5
"My wife and I stayed here the first week of August - I had been there twice before but many years ago. The hotel is in an elevated position overlooking St Helier and the bay and is about 20 minutes walk from the centre. A major part of the hotel has been ""mothballed"" for staff use, but there is a new wing and spa. Our room (a ""Spa"" room) was in the new wing, with a balcony and was very nice with excellent views plenty of room and a lovely bathroom. The only slight downside was a lack of towel rail. Everything was well maintained and cleaned. Dining was a rather odd arrangement - a (very good) breakfast was served in a large conservatory but the room was only used for this. There was a Garden Restaurant open all day, but it was more like a coffee shop with a rather limited menu…",3
